user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
1033	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	N/A	N/A	N/A	N/A	N/A	GCF_025567015.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor acetigignens	91.82	0.482	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_009695995.1, s__Acetatifactor intestinalis, 95.0, 91.7, 0.401; GCA_040096245.1, s__Acetatifactor hominis, 95.0, 91.09, 0.406; GCA_945929965.1, s__Acetatifactor sp945929965, 95.36, 89.95, 0.407; GCA_900772845.1, s__Acetatifactor sp900772845, 95.0, 87.76, 0.344; GCA_900771995.1, s__Acetatifactor sp900771995, 95.0, 86.96, 0.365; GCA_963630275.1, s__Acetatifactor sp963630275, 95.0, 86.51, 0.289; GCA_934436435.1, s__Acetatifactor sp934436435, 95.0, 86.29, 0.31; GCA_934394815.1, s__Acetatifactor sp934394815, 95.0, 86.28, 0.313; GCA_002431915.1, s__Acetatifactor sp002431915, 95.0, 86.0, 0.334; GCA_963650795.1, s__Acetatifactor sp963650795, 95.0, 85.76, 0.325; GCA_934436245.1, s__Acetatifactor sp934436245, 95.0, 85.72, 0.275; GCA_900766575.1, s__Acetatifactor sp900766575, 95.0, 85.53, 0.212; GCA_963623435.1, s__Acetatifactor sp963623435, 95.0, 85.21, 0.275; GCA_934394665.1, s__Acetatifactor sp934394665, 95.0, 85.17, 0.222; GCA_934394515.1, s__Acetatifactor sp934394515, 95.0, 82.57, 0.17	36.14	11	0.99905	Genome has more than 10.0% of markers with multiple hits
1034	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.4%)
1035	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.9%)
1036	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.3%)
1037	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	GCF_025567095.1	95.11	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	98.14	0.607	GCF_025567095.1	95.11	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__Anthropogastromicrobium aceti	98.14	0.607	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anthropogastromicrobium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934292725.1, s__Anthropogastromicrobium sp934292725, 95.0, 95.6, 0.599	10.66	11	N/A	N/A
1038	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.9%)
1039	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.3%)
104	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp902781225	GCA_902781225.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp902781225	95.06	0.514	GCF_000225345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	98.0	0.487	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	taxonomic classification defined by topology and ANI	N/A	N/A	28.26	11	N/A	Genome has more than 22.5% of markers with multiple hits
1040	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.3%)
1041	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.7%)
1042	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.7%)
1043	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.4%)
1044	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	10.62	11	0.96797	N/A
1045	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542445	GCA_900542445.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542445	95.32	0.656	GCA_900542445.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542445	95.32	0.656	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900542395.1, s__Ventricola sp900542395, 95.0, 90.77, 0.564; GCA_934675735.1, s__Ventricola sp934675735, 95.0, 89.75, 0.548; GCA_934636105.1, s__Ventricola sp934636105, 95.0, 89.47, 0.481; GCA_934630975.1, s__Ventricola sp934630975, 95.0, 89.3, 0.52	18.86	11	N/A	N/A
1046	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
1047	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.1%)
1049	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.6%)
105	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.9%)
1050	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.6%)
1052	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.8%)
1055	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	GCF_000239295.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	98.58	0.855	GCF_000239295.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	98.58	0.855	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019119085.1, s__Flavonifractor avistercoris, 95.0, 87.93, 0.361; GCF_900626285.1, s__Flavonifractor massiliensis_A, 95.0, 86.43, 0.267; GCF_002159455.1, s__Flavonifractor sp002159455, 95.0, 85.96, 0.24; GCA_944387215.1, s__Flavonifractor sp944387215, 95.0, 85.92, 0.199; GCA_944385585.1, s__Flavonifractor sp944385585, 95.0, 85.72, 0.219; GCF_040095835.1, s__Flavonifractor hominis, 95.0, 85.58, 0.206; GCA_944383135.1, s__Flavonifractor sp944383135, 95.0, 85.22, 0.21; GCA_019119335.1, s__Flavonifractor merdavium, 95.0, 84.93, 0.231; GCA_019119165.1, s__Flavonifractor intestinigallinarum, 95.0, 84.93, 0.177; GCF_963557075.1, s__Flavonifractor sp963557075, 95.0, 84.91, 0.156; GCF_002159265.1, s__Flavonifractor sp002159265, 95.0, 84.89, 0.186; GCA_949289455.1, s__Flavonifractor sp949289455, 95.0, 84.78, 0.188; GCF_016901955.1, s__Flavonifractor phocaeensis_A, 95.0, 84.7, 0.198; GCF_944383115.1, s__Flavonifractor sp944383115, 95.0, 84.44, 0.151; GCF_017811815.1, s__Flavonifractor sp017811815, 95.0, 84.42, 0.182; GCF_944385615.1, s__Flavonifractor sp944385615, 95.0, 84.32, 0.152; GCF_944387675.1, s__Flavonifractor sp944387675, 95.0, 84.02, 0.211; GCA_944385575.1, s__Flavonifractor sp944385575, 95.0, 84.0, 0.175	16.48	11	N/A	N/A
1056	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__	N/A	N/A	N/A	N/A	N/A	GCA_000437595.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595	97.72	0.351	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	12.03	11	0.99739	Genome domain questionable ( 12.5% Bacterial, 3.8% Archaeal)
1057	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
1058	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_003478335.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003529475	99.03	0.355	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	12.83	11	0.99768	N/A
1059	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.6%)
106	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	10.58	11	0.88826	N/A
1060	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.5%)
1061	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
1062	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.9%)
1063	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.5%)
1065	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.8%)
1066	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A crossota	GCF_025148445.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A crossota	98.61	0.781	GCF_025148445.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A crossota	98.61	0.781	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	20.73	11	N/A	N/A
1067	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.4%)
1068	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.5%)
107	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_001312505.1, s__Mediterraneibacter faecis, 95.0, 97.06, 0.357; GCF_934309345.1, s__Mediterraneibacter sp934309345, 95.0, 93.24, 0.367	21.35	11	0.99345	Genome has more than 39.2% of markers with multiple hits
1070	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.1%)
1073	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.8%)
1074	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.1%)
1075	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	11.99	11	0.99608	N/A
1077	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
1078	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp900540005	GCA_900540005.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp900540005	98.95	0.959	GCA_900540005.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp900540005	98.95	0.959	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	65.93	11	N/A	N/A
1079	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	N/A	N/A	N/A	N/A	N/A	GCA_000431335.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000431335	99.62	0.275	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	12.61	11	0.98899	N/A
108	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_025150085.1, s__Dorea_A longicatena, 95.0, 97.76, 0.247; GCA_963595255.1, s__Dorea_A sp963595255, 95.0, 95.32, 0.228; GCF_025567265.1, s__Dorea_A amylophila, 96.98, 93.12, 0.183; GCF_000424345.1, s__Dorea_A longicatena_C, 95.0, 92.75, 0.173; GCA_934309195.1, s__Dorea_A sp934309195, 95.0, 91.19, 0.157; GCA_900550865.1, s__Dorea_A sp900550865, 95.0, 90.96, 0.154	25.64	11	0.9612	Genome has more than 19.2% of markers with multiple hits
1080	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.5%)
1082	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.1%)
1083	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.3%)
1084	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
1085	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.7%)
1087	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_000154445.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter bartlettii	94.2	0.574	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_015667935.1, s__Intestinibacter sp900540355, 95.0, 93.84, 0.596; GCA_937944945.1, s__Intestinibacter sp937944945, 95.0, 93.08, 0.162; GCA_945931665.1, s__Intestinibacter sp945931665, 95.0, 90.58, 0.506; GCF_018917435.1, s__Intestinibacter bartlettii_A, 95.0, 90.13, 0.55; GCF_034113885.1, s__Intestinibacter sp034113885, 95.0, 84.17, 0.264; GCF_022780145.1, s__Intestinibacter sp022780145, 95.0, 83.97, 0.222	26.37	11	0.99916	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
1088	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.8%)
1089	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
109	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__	N/A	N/A	N/A	N/A	N/A	GCA_000437595.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595	97.42	0.43	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	32.92	11	0.99781	Genome has more than 14.2% of markers with multiple hits
1090	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002251385	GCF_002251385.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002251385	98.52	0.921	GCF_002251385.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp002251385	98.52	0.921	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	38.48	11	N/A	N/A
1092	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.4%)
1093	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.0%)
1095	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.4%)
1096	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Ellagibacter;s__Ellagibacter isourolithinifaciens	GCF_008831035.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Ellagibacter;s__Ellagibacter isourolithinifaciens	96.43	0.732	GCF_934643285.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Ellagibacter;s__Ellagibacter sp934643285	93.27	0.705	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Ellagibacter;s__	taxonomic classification defined by topology and ANI	N/A	GCA_030540225.1, s__Ellagibacter sp030540225, 95.0, 94.12, 0.67; GCA_900554945.1, s__Ellagibacter sp900554945, 95.0, 93.86, 0.607; GCF_934636505.1, s__Ellagibacter sp934636505, 95.0, 92.96, 0.637; GCA_934663775.1, s__Ellagibacter sp934663775, 95.0, 89.19, 0.427; GCF_934617235.1, s__Ellagibacter sp934617235, 95.0, 88.96, 0.54	15.19	11	N/A	N/A
1097	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.3%)
1098	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__Gallintestinimicrobium propionicum	GCF_025567525.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__Gallintestinimicrobium propionicum	98.3	0.815	GCF_025567525.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__Gallintestinimicrobium propionicum	98.3	0.815	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Gallintestinimicrobium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	25.02	11	N/A	N/A
1099	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__HGM11530;s__HGM11530 sp900751685	GCA_900751685.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__HGM11530;s__HGM11530 sp900751685	99.9	0.964	GCA_900751685.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__HGM11530;s__HGM11530 sp900751685	99.9	0.964	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	13.72	11	N/A	N/A
11	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
110	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	15.05	11	0.99842	Genome has more than 14.2% of markers with multiple hits
1101	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__	N/A	N/A	N/A	N/A	N/A	GCA_000435755.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000435755	95.83	0.48	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_934168365.1, s__CAG-273 sp934168365, 95.0, 93.43, 0.412; GCA_934120135.1, s__CAG-273 sp934120135, 95.0, 93.19, 0.423; GCA_934121875.1, s__CAG-273 sp934121875, 95.0, 89.2, 0.291; GCA_934122155.1, s__CAG-273 sp934122155, 95.0, 87.64, 0.288; GCA_934122125.1, s__CAG-273 sp934122125, 95.0, 87.46, 0.308; GCA_000437855.1, s__CAG-273 sp000437855, 95.0, 87.46, 0.286; GCA_934167305.1, s__CAG-273 sp934167305, 95.0, 85.87, 0.194	31.99	11	0.99935	Genome has more than 14.2% of markers with multiple hits
